1,4.3368e-19,0,0,1,-1.7347e-18,-5.5511e-17,1.7347e-18,1,1.1642e-10,6.1391e-12,-1.1642e-10
1,-0.0011236,0.0015681,0.0011249,1,-0.00085989,-0.0015671,0.00086165,1,0.0061616,-0.012463,1.1786
0.99999,-0.0025055,0.0037647,0.0025025,1,0.00079222,-0.0037667,-0.00078279,0.99999,0.01215,-0.022455,2.4701
0.99998,-0.0032154,0.0052554,0.0031978,0.99999,0.0033519,-0.0052661,-0.0033351,0.99998,0.010868,-0.03094,3.6414
0.99996,-0.0053596,0.0065751,0.0053255,0.99997,0.0051845,-0.0066027,-0.0051493,0.99996,0.008154,-0.043647,4.9264
0.99996,-0.0056804,0.0073642,0.0056459,0.99997,0.0047062,-0.0073908,-0.0046644,0.99996,0.0012105,-0.058913,6.092
0.99996,-0.0047146,0.0079798,0.0046674,0.99997,0.005921,-0.0080075,-0.0058835,0.99995,-0.00055906,-0.074935,7.2539
0.99996,-0.0038878,0.0085058,0.0038272,0.99997,0.0071264,-0.0085332,-0.0070935,0.99994,-0.0067809,-0.090365,8.413
0.99995,-0.003067,0.0092357,0.0030131,0.99998,0.0058398,-0.0092535,-0.0058117,0.99994,-0.011829,-0.11103,9.6866
0.99995,-0.0027057,0.0098137,0.0026724,0.99999,0.0034092,-0.0098229,-0.0033828,0.99995,-0.016736,-0.1316,10.845
0.99994,-0.0032591,0.010155,0.0032428,0.99999,0.0016178,-0.01016,-0.0015848,0.99995,-0.022264,-0.15043,11.999
0.99993,-0.0037403,0.011385,0.0037292,0.99999,0.00099949,-0.011389,-0.00095696,0.99993,-0.021856,-0.16822,13.257
0.9999,-0.0026183,0.014196,0.0025951,1,0.0016533,-0.014201,-0.0016162,0.9999,-0.031432,-0.17902,14.398
0.99984,-0.0011249,0.017977,0.0010686,0.99999,0.0031432,-0.017981,-0.0031235,0.99983,-0.044172,-0.19117,15.65
0.99977,0.0021222,0.021193,-0.0022074,0.99999,0.0039957,-0.021184,-0.0040416,0.99977,-0.053895,-0.20557,16.787
0.9997,0.0029568,0.024351,-0.0030991,0.99998,0.0058069,-0.024333,-0.0058806,0.99969,-0.055223,-0.22356,18.035
0.99964,0.0044893,0.026523,-0.0046359,0.99997,0.0054696,-0.026497,-0.0055905,0.99963,-0.058398,-0.2441,19.169
0.99959,0.0046922,0.028232,-0.0048031,0.99998,0.0038605,-0.028214,-0.0039945,0.99959,-0.054144,-0.26845,20.303
0.99955,0.0054953,0.029531,-0.0055797,0.99998,0.0027769,-0.029515,-0.0029404,0.99956,-0.064079,-0.28841,21.431
0.9995,0.0059453,0.031038,-0.0060448,0.99998,0.0031142,-0.031019,-0.0033003,0.99951,-0.074179,-0.30738,22.669
0.99946,0.0064975,0.032324,-0.0066146,0.99997,0.0035163,-0.0323,-0.0037282,0.99947,-0.08873,-0.32462,23.789
0.99941,0.0063171,0.033774,-0.0064821,0.99997,0.0047779,-0.033743,-0.004994,0.99942,-0.11085,-0.33971,24.905
0.99936,0.0076125,0.034949,-0.0078239,0.99995,0.0059162,-0.034902,-0.0061859,0.99937,-0.12628,-0.35952,26.126
0.99932,0.0070775,0.036051,-0.0073115,0.99995,0.0063625,-0.036005,-0.0066217,0.99933,-0.1387,-0.37745,27.23
0.99933,0.0050819,0.036299,-0.0052287,0.99998,0.0039506,-0.036278,-0.0041377,0.99933,-0.15328,-0.40002,28.441
0.99933,0.0039411,0.036279,-0.0040337,0.99999,0.0024801,-0.036268,-0.0026248,0.99934,-0.1638,-0.42194,29.543
0.99933,0.0026673,0.036458,-0.0027796,0.99999,0.0030314,-0.036449,-0.0031307,0.99933,-0.17033,-0.44395,30.651
0.99934,0.0029863,0.036259,-0.0031544,0.99998,0.0045804,-0.036244,-0.0046917,0.99933,-0.18926,-0.46346,31.864
0.99934,0.0039748,0.036014,-0.0042131,0.99997,0.0065453,-0.035987,-0.0066927,0.99933,-0.20255,-0.48466,32.964
0.99936,0.0051091,0.035279,-0.0053645,0.99996,0.0071481,-0.035241,-0.0073328,0.99935,-0.21292,-0.50992,34.068
0.99941,0.0065713,0.033858,-0.0067664,0.99996,0.0056513,-0.03382,-0.005877,0.99941,-0.20659,-0.54792,35.284
0.99947,0.0073513,0.031847,-0.0074929,0.99996,0.0043289,-0.031814,-0.0045652,0.99948,-0.20869,-0.57762,36.382
0.99954,0.0078075,0.029312,-0.0079233,0.99996,0.0038369,-0.029281,-0.0040674,0.99956,-0.19988,-0.60876,37.474
0.99963,0.0079107,0.026077,-0.0080124,0.99996,0.0037981,-0.026046,-0.0040056,0.99965,-0.18421,-0.64217,38.673
0.99969,0.0093925,0.02308,-0.0094786,0.99995,0.003624,-0.023045,-0.0038416,0.99973,-0.17003,-0.67016,39.755
0.99975,0.01023,0.019844,-0.010292,0.99994,0.0030441,-0.019812,-0.0032476,0.9998,-0.15227,-0.70357,40.843
0.9998,0.012107,0.016226,-0.012148,0.99992,0.0024808,-0.016194,-0.0026774,0.99987,-0.14045,-0.73219,42.03
0.99982,0.013717,0.012723,-0.013751,0.9999,0.0025716,-0.012687,-0.0027461,0.99992,-0.12055,-0.76067,43.108
0.99987,0.013721,0.0087403,-0.013744,0.9999,0.0025828,-0.008704,-0.0027026,0.99996,-0.10633,-0.78641,44.178
0.99989,0.014021,0.0044142,-0.014032,0.9999,0.0025282,-0.0043783,-0.0025899,0.99999,-0.084282,-0.81484,45.356
0.99993,0.01184,0.00056125,-0.011842,0.99993,0.0029477,-0.00052631,-0.0029541,1,-0.063183,-0.83695,46.425
0.99993,0.011585,-0.0037974,-0.011569,0.99992,0.0042083,0.0038459,-0.004164,0.99998,-0.030516,-0.86386,47.608
0.99991,0.011213,-0.0073071,-0.011176,0.99992,0.0050351,0.007363,-0.004953,0.99996,0.0026471,-0.88771,48.686
0.99987,0.012287,-0.010631,-0.012228,0.99991,0.0055727,0.010699,-0.005442,0.99993,0.039553,-0.91277,49.763
0.99981,0.013933,-0.013683,-0.013857,0.99989,0.0056636,0.013761,-0.0054729,0.99989,0.081831,-0.94318,50.953
0.99977,0.01437,-0.015631,-0.014284,0.99988,0.0055437,0.015708,-0.0053192,0.99986,0.11779,-0.96777,52.034
0.99974,0.015143,-0.016865,-0.015047,0.99987,0.0057739,0.01695,-0.0055187,0.99984,0.157,-0.99342,53.118
0.99972,0.015073,-0.018095,-0.014945,0.99986,0.0071766,0.0182,-0.0069041,0.99981,0.19147,-1.015,54.303
0.99976,0.010878,-0.018872,-0.010716,0.9999,0.0086811,0.018965,-0.0084768,0.99978,0.20833,-1.0338,55.379
0.99977,0.0097453,-0.019012,-0.0096263,0.99993,0.0063442,0.019072,-0.0061598,0.9998,0.22879,-1.0576,56.453
0.99979,0.0091529,-0.018178,-0.0090813,0.99995,0.0040211,0.018214,-0.0038552,0.99983,0.25227,-1.0847,57.635
0.99978,0.01121,-0.017925,-0.011194,0.99994,0.0010132,0.017935,-0.00081229,0.99984,0.27184,-1.1054,58.711
0.99976,0.014552,-0.016531,-0.014548,0.99989,0.00034044,0.016534,-9.9854e-05,0.99986,0.2935,-1.121,59.785
0.99976,0.015654,-0.015285,-0.015647,0.99988,0.00060565,0.015293,-0.00036633,0.99988,0.31257,-1.1373,60.969
0.99975,0.017053,-0.014498,-0.017015,0.99985,0.00274,0.014543,-0.0024926,0.99989,0.33463,-1.151,62.048
0.9998,0.015084,-0.013494,-0.015008,0.99987,0.0056966,0.013578,-0.0054929,0.99989,0.3465,-1.1618,63.241
0.99984,0.012843,-0.012104,-0.012757,0.99989,0.0071629,0.012194,-0.0070074,0.9999,0.35438,-1.1768,64.327
0.99986,0.013311,-0.0099977,-0.013239,0.99989,0.0071995,0.010092,-0.0070661,0.99992,0.35708,-1.1967,65.415
0.9999,0.012447,-0.0067331,-0.012405,0.9999,0.0063393,0.0068113,-0.0062552,0.99996,0.35858,-1.2188,66.612
0.99992,0.01224,-0.0026494,-0.012225,0.99991,0.0054791,0.0027162,-0.0054463,0.99998,0.33675,-1.2381,67.701
0.99995,0.0098101,0.0015202,-0.0098195,0.99993,0.0062767,-0.0014585,-0.0062913,0.99998,0.32537,-1.2543,68.788
0.99996,0.0074725,0.0055046,-0.0075115,0.99995,0.007095,-0.0054513,-0.007136,0.99996,0.29897,-1.2746,69.987
