1,-1.7347e-18,-5.5511e-17,-1.7347e-18,1,0,-1.1102e-16,-1.7347e-18,1,1.1642e-10,1.1369e-11,-3.4925e-10
1,-0.0013425,0.001286,0.001344,1,-0.0011106,-0.0012845,0.0011123,1,-0.0087705,-0.019581,1.7608
0.99999,-0.0023527,0.0024394,0.0023556,1,-0.0011876,-0.0024366,0.0011933,1,-0.019057,-0.036271,3.5185
0.99998,-0.0041376,0.0035904,0.0041459,0.99999,-0.0022857,-0.0035809,0.0023006,0.99999,-0.033605,-0.053175,5.4485
0.99998,-0.0053506,0.0045719,0.0053662,0.99998,-0.0034078,-0.0045536,0.0034322,0.99998,-0.04846,-0.06709,7.1995
0.99996,-0.0064943,0.0055993,0.0065133,0.99997,-0.0033748,-0.0055772,0.0034111,0.99998,-0.064628,-0.079385,8.9476
0.99995,-0.0077735,0.0067414,0.0077935,0.99997,-0.0029359,-0.0067184,0.0029883,0.99997,-0.083431,-0.092278,10.866
0.99993,-0.0085453,0.0079823,0.0085573,0.99996,-0.0014747,-0.0079694,0.0015429,0.99997,-0.10135,-0.10543,12.606
0.99992,-0.0088392,0.0089704,0.0088367,0.99996,0.00031938,-0.0089728,-0.00024008,0.99996,-0.12192,-0.12166,14.344
0.99991,-0.0090555,0.010173,0.0090365,0.99996,0.0019051,-0.01019,-0.001813,0.99995,-0.14601,-0.14349,16.252
0.9999,-0.0090256,0.011297,0.0089988,0.99996,0.0024225,-0.011318,-0.0023206,0.99993,-0.17054,-0.16678,17.982
0.99988,-0.0088639,0.012334,0.0088203,0.99995,0.0035783,-0.012365,-0.003469,0.99992,-0.19629,-0.19178,19.71
0.99988,-0.0083523,0.013313,0.0083034,0.99996,0.0037185,-0.013343,-0.0036075,0.9999,-0.22724,-0.22053,21.605
0.99986,-0.0088477,0.014056,0.0088085,0.99996,0.0028517,-0.01408,-0.0027275,0.9999,-0.25696,-0.24561,23.325
0.99985,-0.0090397,0.014603,0.0090236,0.99996,0.0011676,-0.014613,-0.0010357,0.99989,-0.28812,-0.27058,25.042
0.99984,-0.0098902,0.014746,0.0098854,0.99995,0.0003983,-0.014749,-0.00025246,0.99989,-0.32532,-0.29475,26.926
0.99984,-0.010103,0.014722,0.010111,0.99995,-0.0005153,-0.014716,0.00066408,0.99989,-0.35932,-0.31708,28.637
0.99984,-0.010083,0.014711,0.010093,0.99995,-0.00058085,-0.014705,0.00072924,0.99989,-0.3929,-0.33669,30.343
0.99985,-0.0091518,0.014777,0.009185,0.99996,-0.0021773,-0.014757,0.0023127,0.99989,-0.42814,-0.3574,32.217
0.99985,-0.0082934,0.015051,0.0083114,0.99996,-0.0011328,-0.015041,0.0012577,0.99989,-0.45999,-0.37214,33.916
0.99986,-0.007178,0.015161,0.0071794,0.99997,-3.7109e-05,-0.01516,0.00014595,0.99989,-0.49057,-0.38741,35.608
0.99986,-0.0067482,0.015352,0.0067539,0.99998,-0.00032473,-0.01535,0.00042837,0.99988,-0.52685,-0.40775,37.463
0.99986,-0.0058435,0.015408,0.0058734,0.99998,-0.0018976,-0.015397,0.0019879,0.99988,-0.5594,-0.42753,39.142
0.99986,-0.0056282,0.015599,0.0056828,0.99998,-0.0034573,-0.015579,0.0035455,0.99987,-0.59183,-0.4452,40.812
0.99987,-0.0040794,0.015793,0.0041443,0.99998,-0.004076,-0.015776,0.0041409,0.99987,-0.62763,-0.46275,42.636
0.99986,-0.0034206,0.016143,0.0034876,0.99999,-0.0041263,-0.016129,0.004182,0.99986,-0.65996,-0.47849,44.283
0.99986,-0.0027901,0.016783,0.0028574,0.99999,-0.0039888,-0.016772,0.0040362,0.99985,-0.69083,-0.49243,45.914
0.99984,-0.0027705,0.017409,0.0028317,0.99999,-0.0034888,-0.017399,0.0035376,0.99984,-0.7265,-0.50982,47.693
0.99983,-0.0031993,0.018067,0.0032562,0.99999,-0.0031213,-0.018057,0.0031796,0.99983,-0.76217,-0.52535,49.294
0.99982,-0.003722,0.018668,0.0038006,0.99998,-0.0041783,-0.018652,0.0042485,0.99982,-0.79848,-0.54267,50.881
0.9998,-0.0045635,0.019347,0.0046723,0.99997,-0.0055832,-0.019321,0.0056725,0.9998,-0.83929,-0.56135,52.606
0.99979,-0.0050845,0.019978,0.0052144,0.99997,-0.0064523,-0.019944,0.0065551,0.99978,-0.87602,-0.57749,54.155
0.99977,-0.0053819,0.020518,0.0055129,0.99996,-0.006336,-0.020484,0.0064477,0.99977,-0.91343,-0.59224,55.688
0.99976,-0.00526,0.021317,0.0053493,0.99998,-0.0041344,-0.021295,0.0042475,0.99976,-0.95503,-0.60686,57.351
0.99974,-0.0045416,0.022452,0.0046151,0.99998,-0.003224,-0.022437,0.0033268,0.99974,-0.99249,-0.62356,58.847
0.99971,-0.0040235,0.023638,0.0041041,0.99999,-0.0033616,-0.023624,0.0034577,0.99971,-1.0366,-0.64228,60.474
0.99969,-0.0039815,0.024661,0.0040752,0.99998,-0.0037515,-0.024645,0.0038508,0.99969,-1.078,-0.65879,61.938
0.99966,-0.0044741,0.025592,0.0046045,0.99998,-0.0050392,-0.025569,0.0051554,0.99966,-1.1211,-0.67514,63.388
0.99963,-0.0049089,0.026764,0.0050391,0.99998,-0.0047973,-0.02674,0.0049304,0.99963,-1.1684,-0.69321,64.967
0.9996,-0.0056821,0.02786,0.0057936,0.99998,-0.0039227,-0.027837,0.0040825,0.9996,-1.2122,-0.70629,66.39
0.99956,-0.0059259,0.028924,0.0060224,0.99998,-0.0032502,-0.028904,0.003423,0.99958,-1.2584,-0.7209,67.804
0.99953,-0.0055087,0.030319,0.0055747,0.99998,-0.0020909,-0.030307,0.0022589,0.99954,-1.3105,-0.73724,69.349
0.99949,-0.0050652,0.031595,0.0051055,0.99999,-0.0011958,-0.031589,0.0013565,0.9995,-1.3588,-0.75169,70.745
